label,N,P,K,temperature,humidity,rainfall,ph
Sugarcane,120.0,30.0,100.0,21.0,88.0,1200.0,7.5
Cotton,98.221,49.441,31.698,23.763,56.334,928.061,6.781
Tomato,95.98,72.053,92.417,23.786,71.888,653.006,6.257
Soybean,29.648,51.719,58.56,26.096,64.781,630.337,6.319
Sugarcane,106.134,35.338,70.17,24.593,78.145,1987.601,6.904
Rice,103.925,28.513,66.535,25.469,80.756,1766.758,5.451
Wheat,100.0,40.0,40.0,25.0,65.0,650.0,6.0
Sugarcane,94.478,53.122,93.785,24.165,86.772,1605.968,6.437
Maize,80.0,30.0,60.0,21.0,55.0,1000.0,5.5
Wheat,70.653,27.499,34.995,18.052,57.348,398.89,6.892
Soybean,27.425,46.989,62.231,24.291,60.223,865.858,6.494
Maize,102.098,44.156,29.454,24.01,61.331,605.468,6.546
Wheat,73.756,30.04,30.044,15.538,53.202,497.683,6.853
Potato,107.494,73.509,102.587,17.995,69.981,614.072,6.201
Wheat,100.0,20.0,40.0,12.0,65.0,650.0,7.5
Sugarcane,101.16,39.847,80.635,24.77,79.289,1967.281,6.206
Soybean,33.195,51.72,55.918,22.251,61.91,624.657,6.375
Rice,96.264,30.103,58.32,23.69,81.775,1899.798,5.744
Soybean,33.175,50.453,58.048,23.051,66.005,658.603,6.65
Cotton,96.236,44.14,34.601,23.93,49.144,807.573,6.431
Sugarcane,100.127,40.15,82.344,24.237,81.881,1870.521,6.723
Soybean,29.678,54.694,67.245,24.791,70.212,580.568,6.338
Rice,98.936,27.824,63.656,25.313,78.88,1866.502,6.087
Rice,100.604,32.146,46.332,24.919,80.392,1722.648,5.707
Cotton,84.527,52.771,28.751,23.739,57.77,1039.701,6.884
Rice,120.0,40.0,80.0,20.0,75.0,2250.0,7.0
Maize,93.315,58.656,43.939,22.894,64.86,755.621,6.782
Wheat,69.299,24.734,28.887,18.119,50.151,484.691,6.65
Sugarcane,80.0,30.0,100.0,21.0,88.0,1200.0,7.5
Rice,80.0,20.0,40.0,30.0,75.0,1500.0,7.0
Cotton,114.391,57.068,26.486,23.086,51.469,1005.705,6.65
Soybean,29.879,47.419,51.945,27.112,61.639,730.94,6.569
Sugarcane,102.797,48.098,84.535,23.154,77.404,1762.713,7.066
Cotton,96.596,50.274,27.806,24.724,49.646,988.999,6.76
Maize,86.001,41.072,48.03,24.079,60.277,946.318,6.49
Soybean,34.125,49.286,67.275,22.674,64.597,713.23,6.485
Potato,80.0,80.0,120.0,15.0,75.0,500.0,5.0
Soybean,20.0,60.0,40.0,20.0,75.0,450.0,7.0
Sugarcane,96.121,47.278,85.227,26.277,83.221,1757.886,6.527
Potato,94.141,71.166,102.001,18.585,70.293,612.685,5.502
Maize,120.0,60.0,20.0,21.0,75.0,1000.0,7.5
Potato,104.503,69.486,96.238,18.624,64.455,584.257,6.189
Sugarcane,108.48,43.778,75.12,22.872,81.312,1497.774,6.783
Tomato,92.122,75.093,83.074,22.364,66.181,710.309,6.496
Tomato,103.889,74.231,85.934,25.167,69.632,589.055,6.852
Potato,97.779,60.0,110.232,18.842,64.195,615.821,5.554
Sugarcane,91.463,47.011,88.059,24.139,76.609,1632.448,6.335
Cotton,97.72,51.791,29.295,23.713,61.345,804.901,7.02
Wheat,87.657,27.092,30.795,16.663,54.373,527.249,6.0
Maize,99.241,53.884,41.594,24.27,61.97,784.875,6.455
Cotton,90.296,48.46,25.972,23.395,59.168,838.767,6.93
Rice,108.083,28.921,48.72,24.971,80.244,1832.207,5.973
Rice,120.0,20.0,80.0,20.0,90.0,1500.0,5.0
Soybean,40.0,40.0,80.0,20.0,55.0,900.0,7.0
Maize,106.057,46.451,51.962,22.501,64.974,780.528,6.195
Wheat,84.957,35.484,33.25,13.83,56.878,630.38,6.906
Rice,107.373,26.793,62.318,24.322,81.789,1898.166,6.206
Wheat,100.0,20.0,20.0,12.0,65.0,650.0,6.0
Maize,87.621,41.605,39.95,24.93,62.429,888.115,6.272
Wheat,75.589,33.014,27.689,21.718,53.947,513.44,6.94
Sugarcane,95.503,45.048,74.564,22.688,77.234,1957.082,6.96
Wheat,90.184,33.82,25.827,17.928,51.898,500.239,7.151
Rice,88.781,28.884,61.085,25.977,84.278,1974.168,5.884
Cotton,100.116,45.862,29.6,24.002,51.47,931.217,6.989
Wheat,76.26,31.199,30.454,21.099,61.518,547.303,7.096
Tomato,95.566,73.06,86.032,25.521,64.439,587.201,6.637
Maize,120.0,60.0,20.0,21.0,55.0,1000.0,7.5
Rice,101.528,31.767,55.302,24.701,82.992,1977.566,5.869
Soybean,34.957,51.501,53.893,25.452,68.864,749.459,6.345
Rice,80.0,20.0,80.0,20.0,75.0,2250.0,7.0
Maize,96.458,34.776,31.831,25.501,66.34,686.484,6.443
Tomato,104.894,70.619,76.459,22.048,72.119,525.136,6.633
Rice,80.0,20.0,40.0,30.0,90.0,2250.0,5.0
Rice,80.0,40.0,80.0,20.0,90.0,2250.0,5.0
Cotton,94.748,50.771,32.266,23.512,57.752,720.723,6.489
Soybean,27.906,52.141,71.671,21.432,74.336,690.281,6.597
Sugarcane,109.834,49.56,83.603,25.233,73.25,1864.232,7.016
Wheat,80.076,26.643,35.495,23.352,56.594,512.002,6.426
Tomato,112.255,69.379,70.626,21.746,64.497,652.236,6.327
Sugarcane,105.343,44.887,81.364,23.308,78.453,1932.189,6.574
Cotton,104.636,49.665,28.903,23.891,49.633,919.217,6.409
Soybean,32.2,54.089,75.639,26.178,63.468,579.618,6.805
Maize,91.191,42.765,41.404,25.586,65.74,865.31,6.714
Maize,100.609,49.773,45.394,23.84,64.037,605.099,6.148
Rice,94.733,30.433,59.535,22.778,78.82,1945.644,5.133
Wheat,100.0,40.0,40.0,25.0,45.0,375.0,7.5
Soybean,40.0,40.0,80.0,30.0,55.0,450.0,6.0
Maize,102.424,48.786,45.791,23.64,66.101,848.377,7.13
Soybean,32.947,48.982,59.35,25.602,65.757,723.317,6.553
Wheat,73.762,26.039,24.496,17.991,50.101,466.643,6.652
Sugarcane,84.234,44.6,91.386,24.535,77.454,1782.558,6.993
Tomato,80.0,60.0,60.0,28.0,60.0,750.0,6.0
Potato,104.466,71.843,92.943,20.933,69.423,622.957,5.498
Rice,98.018,30.332,59.426,26.318,83.362,1958.541,5.771
Sugarcane,96.755,43.555,83.801,23.801,82.35,1564.086,6.466
Rice,99.182,33.319,67.061,26.71,82.597,1769.369,5.639
Wheat,83.776,28.014,36.425,17.747,55.442,490.174,7.163
Cotton,104.576,51.747,24.737,23.169,52.791,956.458,6.658
Potato,80.0,80.0,120.0,15.0,75.0,750.0,5.0
Maize,93.613,40.084,41.843,24.996,64.568,755.843,6.69
Cotton,111.443,50.83,35.234,24.792,55.48,935.034,6.295
Maize,93.227,42.389,45.208,25.053,64.764,753.722,6.753
Cotton,98.257,48.327,30.232,25.104,52.32,1008.966,6.775
Sugarcane,102.525,51.102,75.532,23.177,79.048,1718.236,6.704
Tomato,95.13,69.067,74.293,25.715,70.063,632.365,6.419
Cotton,97.502,54.366,30.475,25.029,56.006,846.433,6.783
Potato,120.0,80.0,120.0,15.0,75.0,500.0,5.0
Rice,99.987,31.36,70.779,25.218,79.994,1861.284,5.988
Rice,101.553,30.781,61.802,23.561,82.131,1855.935,6.128
Rice,97.278,25.34,49.709,26.089,81.808,1800.489,6.003
Rice,105.395,30.318,43.757,23.361,84.219,2026.61,6.37
Rice,97.715,25.077,67.115,24.448,85.286,1922.922,5.956
Maize,101.769,41.284,39.193,24.361,67.387,742.176,6.86
Rice,98.041,26.426,64.763,28.329,79.558,1770.317,6.078
Sugarcane,87.182,43.787,93.053,23.783,78.677,1871.865,6.755
Soybean,32.202,44.686,62.505,26.088,57.159,689.714,6.616
Sugarcane,80.0,30.0,60.0,27.0,70.0,1200.0,7.5
Rice,99.634,33.776,68.43,22.63,81.719,2044.765,6.169
Rice,80.0,20.0,80.0,30.0,75.0,1500.0,5.0
Tomato,95.409,70.621,66.454,22.978,71.038,613.207,6.588
Wheat,77.478,29.251,30.541,18.227,51.565,510.834,6.999
Rice,101.818,28.128,64.652,25.184,82.503,2059.119,5.183
Rice,108.345,28.262,57.097,24.201,84.477,2062.297,5.847
Soybean,24.495,48.588,58.241,25.175,66.852,689.109,6.457
Soybean,33.383,48.569,53.202,23.247,65.885,810.762,6.569
Maize,89.182,43.207,43.78,23.305,73.402,823.807,6.935
Potato,103.086,70.665,105.443,18.906,61.351,603.236,5.602
Cotton,86.11,55.298,29.32,25.246,48.222,925.657,6.609
Tomato,100.639,70.648,87.6,23.141,74.258,620.098,6.442
Rice,101.934,37.753,70.11,24.489,81.017,1834.307,6.17
Rice,108.315,39.375,48.605,23.769,80.96,1768.648,5.641
Cotton,102.141,46.28,25.868,21.954,51.335,808.092,6.634
Maize,120.0,30.0,60.0,21.0,55.0,1000.0,7.5
Sugarcane,100.21,47.775,72.087,24.01,83.145,2088.562,7.07
Tomato,100.118,70.614,90.314,20.531,66.963,741.853,6.454
Cotton,101.913,56.266,31.906,25.448,57.151,1012.505,7.214
Potato,89.582,72.761,102.668,20.76,69.911,611.836,5.902
Rice,112.7,30.119,71.691,24.845,82.828,1920.684,7.0
Sugarcane,94.294,43.852,88.213,23.575,81.849,1615.564,6.559
Wheat,75.198,29.363,22.149,22.233,54.265,533.381,7.114
Wheat,72.193,31.706,36.915,21.719,49.983,487.9,6.855
Potato,104.018,70.828,85.871,19.805,62.305,606.112,5.415
Rice,80.0,40.0,40.0,30.0,90.0,2250.0,7.0
Maize,88.888,49.5,35.154,25.299,64.06,697.349,6.441
Rice,97.93,29.046,58.734,23.144,83.949,1940.563,5.502
Wheat,81.697,28.373,27.835,18.773,53.635,461.66,6.667
Sugarcane,80.0,60.0,100.0,27.0,70.0,2250.0,6.0
Sugarcane,94.294,48.492,76.973,24.861,79.621,2001.361,7.011
Cotton,105.763,53.244,34.661,24.426,54.633,874.712,6.316
Tomato,115.131,69.933,87.436,21.617,64.417,610.321,6.234
Cotton,94.126,52.325,28.287,24.695,48.868,933.498,6.647
Potato,102.228,74.98,92.568,19.294,70.15,543.027,5.737
Potato,80.0,80.0,80.0,15.0,55.0,500.0,5.0
Potato,97.874,69.231,91.223,20.526,62.459,601.22,5.574
Wheat,79.043,26.64,34.22,20.414,53.981,541.912,6.806
Tomato,120.0,80.0,100.0,28.0,80.0,750.0,6.0
Maize,120.0,60.0,20.0,21.0,75.0,500.0,5.5
Rice,120.0,20.0,80.0,30.0,75.0,1500.0,5.0
Soybean,32.989,49.712,71.328,24.36,62.613,639.888,6.313
Rice,84.111,31.722,45.204,27.45,82.924,1999.959,5.699
Cotton,113.853,47.122,27.352,23.002,59.049,875.708,6.594
Sugarcane,80.0,30.0,100.0,21.0,88.0,1200.0,6.0
Rice,97.754,32.066,62.266,25.527,83.525,1952.017,5.297
Potato,93.809,76.736,108.499,19.661,70.993,592.37,5.801
Wheat,67.398,31.692,33.218,23.978,53.696,487.809,6.473
Rice,91.889,31.117,60.345,25.802,83.769,1950.376,5.876
Soybean,28.696,49.195,65.468,26.247,64.449,639.628,6.767
Potato,103.336,71.607,114.024,20.422,62.73,633.271,5.095
Rice,102.076,28.66,61.627,25.455,79.651,1814.845,6.479
Potato,105.212,69.931,100.058,19.556,69.644,625.1,6.242
Rice,103.029,26.299,56.857,25.44,82.631,1838.479,5.966
Soybean,30.25,51.28,53.565,25.247,69.897,821.827,6.628
Potato,95.38,65.923,105.453,20.932,65.775,716.321,5.909
Maize,92.108,53.214,28.562,22.907,66.391,888.686,6.605
Wheat,100.0,40.0,40.0,12.0,65.0,375.0,6.0
Sugarcane,120.0,30.0,100.0,21.0,88.0,2250.0,6.0
Soybean,29.639,54.707,68.765,23.856,67.728,639.22,6.614
Rice,102.031,26.533,65.003,26.568,77.622,1712.228,6.043
Soybean,30.479,55.02,61.62,24.967,70.087,559.615,6.402
Tomato,99.782,73.688,82.077,21.238,75.408,612.799,6.424
Tomato,91.635,69.14,66.059,20.982,72.118,614.694,6.654
Sugarcane,101.828,39.257,73.619,23.147,82.834,2010.551,6.799
Rice,98.366,26.564,59.62,26.749,80.06,1761.178,6.186
Sugarcane,101.367,46.85,79.485,23.876,82.195,1777.76,6.76
Wheat,83.798,29.878,33.364,20.825,57.162,445.83,6.54
Soybean,28.733,45.241,60.169,23.504,67.882,608.284,6.545
Tomato,90.42,74.568,73.392,22.059,71.871,676.384,6.308
Wheat,75.207,29.117,28.605,20.259,54.625,470.75,6.707
Potato,92.348,64.938,100.414,21.849,66.199,653.346,5.41
Sugarcane,94.899,40.849,76.036,23.804,80.758,1781.078,6.486
Potato,120.0,60.0,120.0,25.0,75.0,500.0,5.0
Soybean,29.421,47.886,62.582,27.321,66.721,751.98,6.685
Maize,101.61,52.204,39.721,25.003,68.598,730.713,6.698
Maize,107.568,48.869,29.292,23.687,65.552,814.902,6.803
Sugarcane,110.843,39.754,89.218,24.537,76.072,1779.6,7.283
Potato,114.049,65.66,89.703,19.863,64.14,670.733,5.912
Rice,91.487,30.233,52.825,23.747,83.493,1944.448,5.793
Wheat,75.894,31.423,29.311,18.781,51.961,548.275,6.388
Sugarcane,98.214,52.491,85.193,24.543,80.481,1927.524,7.005
Wheat,77.178,28.829,38.359,16.83,53.14,650.0,6.855
Cotton,99.816,53.313,31.77,24.116,57.501,1083.994,6.591
Rice,93.726,28.505,63.016,22.39,84.094,1807.654,6.383
Cotton,102.641,44.063,28.942,23.775,59.079,849.377,6.816
Tomato,103.549,72.069,89.139,22.825,62.921,627.38,6.533
Sugarcane,103.513,45.684,81.858,22.569,76.615,2030.083,6.915
Cotton,80.0,60.0,40.0,27.0,45.0,600.0,6.0
Rice,91.814,22.732,57.469,21.995,80.62,1761.362,5.71
Rice,100.156,28.001,70.8,25.606,81.955,2024.202,5.276
Tomato,106.39,67.124,80.875,27.281,66.792,594.839,6.497
Maize,93.903,44.686,44.104,22.547,63.504,875.823,6.142
Soybean,39.496,54.845,60.89,26.431,60.434,556.994,6.505
Cotton,103.317,48.846,24.486,24.456,52.442,921.434,6.788
Potato,98.697,68.552,104.014,20.426,60.648,600.493,5.75
Soybean,31.547,49.669,61.449,22.806,62.552,728.067,6.64
Cotton,112.254,56.248,29.991,24.282,51.73,964.257,7.19
Cotton,86.612,48.755,31.239,25.745,56.893,1012.622,6.448
Potato,100.145,69.516,103.762,19.019,65.486,625.339,5.831
Sugarcane,80.0,30.0,60.0,27.0,70.0,1200.0,7.5
Rice,120.0,40.0,80.0,30.0,75.0,2250.0,5.0
Maize,80.0,60.0,60.0,27.0,55.0,1000.0,7.5
Wheat,79.863,26.471,23.051,18.204,59.826,589.256,6.839
Rice,94.878,30.287,54.706,23.167,83.086,1893.865,6.193
Tomato,99.885,69.729,77.299,24.967,68.25,560.626,6.387
Maize,91.454,45.15,38.112,24.303,65.416,728.736,5.988
Sugarcane,94.282,49.88,73.591,23.932,76.57,1687.571,7.207
Tomato,101.88,71.842,87.944,21.021,65.627,677.351,6.546
Tomato,104.168,67.266,90.615,23.126,71.536,613.85,6.61
Wheat,86.492,28.136,30.359,17.097,56.327,482.621,6.578
Soybean,28.623,47.186,66.881,25.037,68.162,798.462,6.587
Maize,120.0,30.0,20.0,27.0,55.0,500.0,7.5
Sugarcane,107.649,40.784,70.731,23.861,77.985,1620.835,6.453
Cotton,96.31,50.622,24.834,23.43,58.365,828.373,6.954
Cotton,111.532,55.091,31.309,24.135,49.828,878.07,7.198
Tomato,101.036,71.912,75.062,23.323,70.915,560.247,6.542
Maize,103.789,36.144,52.246,22.808,70.095,835.129,6.692
Wheat,84.811,33.612,26.809,18.552,50.395,504.194,6.959
Rice,104.058,22.362,62.029,25.12,83.535,2077.026,5.312
Tomato,120.0,80.0,100.0,28.0,60.0,500.0,7.0
Wheat,100.0,20.0,20.0,12.0,45.0,375.0,6.0
Maize,99.718,40.823,39.608,23.235,65.567,730.313,6.185
Cotton,111.215,50.145,29.59,25.593,54.947,940.03,6.562
Cotton,96.266,54.444,31.934,23.108,61.276,909.739,6.476
Wheat,82.311,35.398,34.8,19.345,53.994,483.359,6.674
Soybean,34.498,50.053,52.671,20.9,68.43,716.857,6.535
Soybean,30.296,49.638,56.945,26.925,66.515,738.435,6.598
Cotton,92.785,47.824,29.012,24.248,55.031,921.037,6.369
Cotton,94.017,55.027,36.859,24.235,52.872,877.836,6.868
Tomato,90.49,71.884,90.833,23.316,73.331,541.842,6.417
Maize,114.894,50.009,49.513,24.085,59.462,596.323,6.585
Wheat,80.997,34.013,31.95,18.382,58.701,628.847,6.829
Sugarcane,107.991,43.186,89.507,24.013,80.945,1822.599,6.544
Soybean,20.0,60.0,40.0,20.0,75.0,450.0,7.0
Maize,120.0,30.0,60.0,21.0,75.0,500.0,7.5
Tomato,107.777,69.679,69.643,25.505,73.763,623.694,6.296
Wheat,80.198,29.12,26.107,20.845,52.433,508.155,6.441
Wheat,73.305,26.86,35.37,19.853,62.068,491.855,6.782
Cotton,91.896,45.268,28.818,22.754,56.735,858.857,6.593
Tomato,108.996,66.087,63.19,22.88,73.741,691.303,6.355
Tomato,96.571,70.792,79.915,22.052,68.246,637.222,6.337
Soybean,25.877,51.276,58.233,22.605,61.485,605.67,6.649
Soybean,34.21,51.764,68.309,25.012,72.447,730.962,6.35
Potato,105.606,67.672,97.424,19.158,67.298,647.685,5.095
Soybean,28.166,53.213,43.7,24.316,64.672,709.696,6.679
Soybean,34.193,53.796,56.236,22.519,60.609,651.621,6.744
Soybean,32.501,49.111,64.02,24.753,63.528,817.283,6.112
Cotton,93.45,54.614,25.814,24.882,57.355,827.425,6.251
Sugarcane,97.602,44.124,83.03,22.966,80.282,1769.769,6.303
Soybean,26.748,51.746,54.676,23.994,58.811,696.813,6.757
Sugarcane,108.934,35.82,88.485,23.12,79.635,1622.089,6.519
Sugarcane,101.149,45.497,75.276,23.206,78.731,1880.076,6.731
Potato,103.657,63.18,94.222,20.949,60.751,640.544,5.402
Cotton,93.811,46.552,33.758,24.027,53.148,848.215,6.609
Potato,120.0,80.0,120.0,15.0,75.0,500.0,6.5
Potato,106.088,70.215,102.67,17.032,57.498,562.441,6.186
Cotton,80.0,60.0,40.0,27.0,45.0,1200.0,6.0
Tomato,96.788,73.2,79.71,25.993,72.207,607.907,6.54
Rice,105.572,31.165,75.884,25.7,83.469,1854.134,6.272
Cotton,97.458,52.015,37.68,22.922,54.499,827.624,6.533
Wheat,76.936,25.957,31.855,16.723,58.66,453.24,6.782
Soybean,26.899,48.441,71.657,22.686,62.56,746.444,6.536
Wheat,77.927,28.743,26.795,18.175,53.125,466.161,7.223
Soybean,34.398,49.756,59.576,22.864,63.475,707.152,6.283
Rice,80.0,20.0,40.0,30.0,75.0,1500.0,5.0
Rice,92.086,28.789,58.303,22.488,80.037,1767.395,6.819
Cotton,100.492,51.863,29.218,23.748,49.264,953.973,6.576
Tomato,110.946,68.42,80.848,24.261,63.108,603.245,6.561
Tomato,101.656,71.112,88.242,25.026,68.497,633.084,6.189
Wheat,83.742,26.727,33.301,21.028,55.62,444.018,6.721
Sugarcane,112.856,46.258,86.009,24.693,79.921,1757.634,6.887
Sugarcane,103.968,39.672,73.818,24.136,76.105,1756.266,7.117
Sugarcane,120.0,30.0,60.0,27.0,88.0,2250.0,7.5
Cotton,120.0,60.0,20.0,21.0,65.0,1200.0,7.5
Maize,100.593,37.677,33.152,23.249,67.813,719.782,6.351
Potato,97.263,67.836,107.031,22.027,61.285,618.831,5.735
Maize,98.231,42.687,26.842,25.06,64.099,811.636,7.287
Maize,120.0,30.0,60.0,21.0,75.0,500.0,5.5
Tomato,105.348,74.318,87.352,22.745,61.909,641.286,6.745
Cotton,101.743,49.446,38.07,23.859,54.069,857.761,6.507
Tomato,96.241,73.438,89.854,21.832,67.59,576.786,6.718
Wheat,82.899,28.519,32.038,21.12,55.449,595.075,6.963
Potato,98.579,70.498,98.225,20.314,64.921,570.268,5.845
Maize,94.813,54.252,37.655,24.776,56.938,856.373,6.99
Soybean,29.44,52.717,57.043,24.324,71.245,553.27,6.714
Soybean,27.477,44.15,65.71,25.765,64.614,606.409,6.481
Soybean,40.0,60.0,80.0,20.0,55.0,450.0,6.0
Wheat,100.0,40.0,40.0,25.0,45.0,650.0,7.5
Rice,113.317,30.441,60.453,25.914,84.739,1625.317,5.439
Sugarcane,94.954,43.35,67.428,23.629,82.071,1848.407,6.728
Cotton,101.749,48.314,36.128,25.885,61.636,805.989,6.892
Rice,105.006,36.069,64.872,22.38,82.333,1728.499,5.827
Sugarcane,86.741,40.035,68.189,22.352,80.279,1686.096,6.685
Wheat,71.99,35.704,30.814,16.836,55.114,392.996,6.479
Rice,91.316,29.829,59.468,27.996,84.736,1876.431,6.083
Rice,97.365,34.891,59.239,28.833,82.727,2098.165,6.119
Cotton,102.523,50.229,32.648,22.43,51.45,872.994,6.389
Tomato,103.14,70.919,84.567,23.223,72.234,656.38,6.527
Sugarcane,109.739,40.997,72.517,24.228,74.722,1963.75,6.633
Potato,106.994,67.633,102.901,18.951,61.611,710.648,5.499
Potato,120.0,80.0,80.0,25.0,55.0,500.0,6.5
Tomato,80.0,80.0,100.0,18.0,80.0,750.0,7.0
Cotton,98.395,51.742,29.146,23.66,58.457,1025.978,7.021
Cotton,88.79,51.174,28.136,23.126,51.184,999.993,6.259
Sugarcane,89.847,55.559,82.168,23.176,80.385,2108.108,6.905
Cotton,108.287,53.555,26.519,23.699,54.25,784.348,6.283
Maize,80.0,30.0,60.0,21.0,75.0,500.0,7.5
Maize,100.29,46.23,39.809,23.947,67.043,704.827,6.184
Sugarcane,120.0,30.0,60.0,21.0,88.0,2250.0,7.5
Potato,99.231,71.408,111.012,19.589,62.445,644.599,5.935
Sugarcane,113.429,50.227,82.427,25.359,80.617,1644.488,6.464
Maize,97.922,41.269,45.798,25.178,68.521,687.065,5.587
Potato,97.712,74.531,93.405,23.213,68.71,610.167,5.678
Cotton,95.17,48.81,36.163,25.01,56.915,938.078,6.709
Rice,98.916,26.459,56.47,23.539,82.264,1655.284,5.511
Sugarcane,100.704,46.354,75.874,24.184,86.616,1930.549,6.678
Cotton,80.0,40.0,20.0,21.0,65.0,1200.0,7.5
Sugarcane,120.0,60.0,60.0,21.0,88.0,1200.0,6.0
Wheat,80.509,29.036,31.604,17.231,55.49,446.387,7.022
Tomato,120.0,80.0,60.0,28.0,80.0,750.0,7.0
Soybean,31.347,53.59,66.96,25.348,66.254,758.155,6.315
Rice,80.0,20.0,40.0,20.0,75.0,1500.0,5.0
Soybean,26.088,55.3,69.276,24.314,63.683,605.903,6.348
Cotton,98.871,52.77,31.802,23.745,57.792,913.986,6.607
Sugarcane,120.0,60.0,60.0,27.0,88.0,2250.0,7.5
Cotton,91.57,49.138,28.803,23.242,55.517,923.989,6.611
Soybean,31.623,50.021,56.514,24.072,61.434,645.319,6.683
Tomato,80.0,60.0,60.0,18.0,80.0,500.0,6.0
Maize,94.343,39.757,34.986,24.222,64.91,767.945,6.667
Tomato,93.3,65.703,82.722,21.167,66.333,659.865,6.588
Tomato,107.561,67.76,78.213,20.828,68.705,732.251,6.63
Tomato,105.203,64.843,71.481,23.857,73.539,618.376,6.595
Wheat,100.0,40.0,20.0,25.0,45.0,650.0,7.5
Wheat,85.787,31.504,37.433,21.211,59.83,640.837,6.94
Wheat,81.544,32.832,28.228,22.607,53.734,472.391,6.502
Rice,106.644,26.688,61.964,26.538,84.15,2114.556,5.746
Wheat,100.0,40.0,40.0,25.0,65.0,650.0,7.5
Potato,112.394,71.586,107.9,19.191,62.096,622.047,5.268
Potato,80.0,60.0,80.0,25.0,75.0,750.0,6.5
Cotton,85.735,49.506,27.473,23.87,52.763,897.926,6.49
Potato,105.334,68.034,107.506,21.339,65.632,600.628,5.777
Soybean,27.66,46.003,61.361,24.077,64.761,657.092,6.426
Potato,107.354,71.697,112.323,22.841,65.999,614.501,5.51
Tomato,93.488,73.67,86.687,23.624,72.941,633.963,6.593
Cotton,107.951,53.483,30.003,25.021,52.763,717.913,6.582
Tomato,98.019,65.36,90.933,26.609,66.473,635.698,6.34
Rice,103.272,34.001,61.929,24.407,83.34,1508.676,6.128
Soybean,40.0,50.69,52.73,24.531,70.172,577.937,6.375
Wheat,83.729,25.109,26.326,16.694,52.151,508.362,6.904
Cotton,120.0,40.0,20.0,27.0,65.0,1200.0,7.5
Cotton,120.0,40.0,20.0,21.0,45.0,1200.0,7.5
Sugarcane,98.806,45.186,81.66,25.199,81.933,1593.795,6.735
Sugarcane,93.942,39.579,81.334,23.656,83.64,1692.666,6.765
Sugarcane,97.047,41.794,79.668,23.24,75.843,1352.591,6.363
Tomato,120.0,60.0,100.0,18.0,60.0,750.0,7.0
Tomato,92.292,72.355,94.578,24.795,69.895,577.747,6.273
Tomato,113.233,67.549,79.204,24.065,72.974,678.232,6.571
Sugarcane,94.504,44.439,88.448,23.677,79.816,1916.215,6.611
Potato,102.779,66.649,89.777,18.13,64.219,583.712,5.693
Soybean,40.0,40.0,80.0,30.0,75.0,450.0,7.0
Tomato,100.03,71.028,68.754,22.684,68.99,667.836,6.193
Rice,80.0,40.0,80.0,30.0,75.0,2250.0,5.0
Potato,99.425,74.355,113.879,19.281,67.779,638.297,5.833
Soybean,30.734,53.334,74.791,27.535,64.204,714.658,6.605
Tomato,97.566,76.576,78.955,25.227,75.656,582.377,6.419
Sugarcane,96.582,41.44,80.668,23.834,82.599,1854.428,6.327
Sugarcane,102.686,46.082,82.697,24.53,78.176,1739.506,7.186
Wheat,60.0,40.0,20.0,12.0,45.0,375.0,6.0
Wheat,75.857,27.915,34.044,20.653,55.696,547.386,6.678
Maize,100.083,49.442,45.267,22.578,60.219,687.038,6.148
Rice,80.0,40.0,80.0,30.0,75.0,1500.0,7.0
Rice,113.685,30.573,57.751,24.763,84.038,1658.666,6.055
Potato,80.0,80.0,80.0,25.0,75.0,750.0,6.5
Maize,105.695,46.155,41.569,22.875,61.775,928.621,6.441
Maize,92.628,45.328,40.768,24.944,65.455,852.366,6.503
Potato,105.661,73.303,90.986,17.468,63.211,682.694,5.805
Rice,98.261,32.8,61.58,24.825,85.91,1845.418,5.406
Tomato,107.912,79.093,83.226,21.942,61.554,554.814,6.759
Potato,101.131,69.611,108.856,20.551,67.732,654.802,5.031
Soybean,25.162,52.687,63.224,24.333,64.789,585.733,6.625
Potato,80.0,80.0,80.0,15.0,55.0,500.0,5.0
Soybean,34.107,54.425,61.904,25.053,63.504,539.439,6.276
Wheat,76.125,31.563,29.393,12.282,53.384,561.954,6.33
Rice,120.0,40.0,40.0,20.0,75.0,1500.0,7.0
Cotton,80.0,40.0,20.0,21.0,45.0,600.0,7.5
Tomato,109.931,68.467,82.806,23.991,75.729,611.79,6.391
Soybean,40.0,40.0,40.0,20.0,75.0,900.0,7.0
Rice,92.91,30.665,49.592,25.905,85.061,1777.103,5.621
Rice,109.045,27.517,55.786,26.027,76.682,1642.351,5.906
Sugarcane,90.098,38.706,80.009,25.199,78.924,1586.46,6.213
Cotton,120.0,60.0,40.0,27.0,65.0,600.0,7.5
Rice,108.667,31.942,71.549,26.962,83.598,2092.992,6.146
Soybean,29.955,48.216,57.423,23.583,67.793,596.352,6.455
Wheat,80.112,40.0,30.504,18.923,49.298,487.592,7.037
Potato,109.371,69.937,101.441,20.374,61.574,629.523,6.016
Soybean,28.031,48.905,57.986,24.182,63.852,764.309,6.298
Tomato,80.0,60.0,60.0,28.0,80.0,500.0,6.0
Sugarcane,99.574,46.804,77.272,23.408,78.274,1643.764,7.295
Soybean,26.818,50.926,67.12,27.882,65.835,754.475,6.298
Wheat,70.671,31.284,29.967,22.648,54.156,566.033,6.433
Rice,107.943,27.679,61.493,25.003,83.205,1787.665,5.97
Tomato,94.797,63.486,91.574,22.104,64.541,662.424,6.379
